Indicativo;parámetro;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
2870;Md;-0.1;0.5;2.6;4.1;7.5;11.8;14.0;13.8;10.9;7.2;2.8;1.1;
2870;S;2.53;2.03;1.79;1.18;1.16;1.47;1.03;1.08;1.17;1.60;2.13;2.61;
2870;Cv;-22.99;3.77;0.68;0.29;0.15;0.12;0.07;0.08;0.11;0.22;0.76;2.39;
C929I;N;30;30;29;29;30;30;29;29;29;29;30;30;27
C929I;Min;13.1;13.7;14.7;14.4;14.4;16.0;16.5;17.3;17.8;17.4;17.0;16.7;15.8
C929I;Q1;15.9;15.8;15.6;16.4;17.3;18.6;19.9;20.1;21.2;20.1;18.4;17.2;18.1
C929I;Q2;16.3;16.2;16.4;16.9;17.8;19.3;20.4;21.2;21.6;20.9;19.2;17.5;18.8
C929I;Q3;16.7;16.7;17.0;17.4;18.4;19.7;21.1;21.9;22.1;21.4;19.9;18.0;19.2
C929I;Q4;17.6;17.2;17.6;17.7;18.8;20.3;21.7;22.4;22.8;21.9;20.4;18.5;19.5
C929I;Max;18.0;18.5;18.1;18.3;19.6;20.7;22.4;23.6;23.2;22.3;21.0;19.5;19.9
C929I;Mn;16.5;16.3;16.8;17.2;18.1;19.6;20.6;21.7;21.8;21.3;19.6;17.7;19.1
C929I;Md;16.6;16.4;16.7;17.0;17.9;19.3;20.4;21.3;21.7;20.9;19.5;17.8;18.8
C929I;S;0.95;0.93;0.97;0.83;1.06;1.12;1.46;1.45;1.18;1.18;0.98;0.75;0.95
C929I;Cv;0.06;0.06;0.06;0.05;0.06;0.06;0.07;0.07;0.05;0.06;0.05;0.04;0.05
C430E;N;22;27;24;25;26;26;29;29;28;25;23;22;16
C430E;Min;-1.4;-3.3;0.0;1.0;2.9;6.7;11.5;11.8;8.3;4.0;2.2;-0.3;5.6
C430E;Q1;-0.7;-0.4;1.2;2.1;4.6;8.9;12.8;12.4;9.5;5.8;3.1;1.3;5.8
C430E;Q2;1.1;0.7;2.5;3.2;5.2;9.8;13.7;12.9;10.3;6.6;4.3;2.2;6.2
C430E;Q3;1.7;1.6;3.4;4.0;5.9;10.1;14.2;13.8;11.1;7.8;4.8;3.0;6.5
C430E;Q4;2.8;3.4;4.3;5.2;7.9;11.4;15.2;15.3;11.4;8.2;5.2;3.5;6.9
C430E;Max;3.9;4.4;5.1;6.5;9.0;12.3;15.6;15.9;12.9;8.7;7.2;4.9;7.0
C430E;Mn;1.4;1.0;3.1;3.7;5.6;10.0;14.0;13.7;10.7;6.9;4.7;2.6;6.4
C430E;Md;1.1;1.4;2.8;3.6;5.9;10.0;13.9;13.7;10.5;7.0;4.4;2.5;6.3
C430E;S;1.57;1.88;1.51;1.57;1.70;1.37;1.15;1.24;1.18;1.31;1.25;1.27;0.51
C430E;Cv;1.44;1.37;0.53;0.44;0.29;0.14;0.08;0.09;0.11;0.19;0.28;0.51;0.08
C139E;N;30;29;28;28;29;30;28;30;28;28;28;29;25
C139E;Min;14.1;13.6;14.2;15.3;16.2;18.0;19.6;20.0;20.0;18.4;16.3;15.1;16.8
C139E;Q1;14.9;14.5;15.0;15.5;16.8;18.5;20.1;20.7;20.5;19.6;17.7;16.3;17.7
C139E;Q2;15.2;15.2;15.4;15.9;17.1;19.0;20.4;21.2;21.2;20.0;17.9;16.5;18.1
C139E;Q3;15.7;15.5;15.8;16.4;17.5;19.4;20.9;21.4;21.5;20.3;18.6;16.6;18.2
C139E;Q4;16.1;16.0;16.4;16.6;17.9;19.8;21.2;22.3;21.8;20.7;19.0;17.1;18.4
C139E;Max;17.2;17.2;17.0;18.1;18.3;20.2;22.8;23.1;22.8;21.0;19.6;18.0;18.8
C139E;Mn;15.5;15.4;15.7;16.1;17.4;19.2;20.6;21.4;21.3;20.1;18.3;16.5;18.1
C139E;Md;15.5;15.3;15.7;16.2;17.3;19.2;20.7;21.4;21.3;20.1;18.3;16.6;18.1
C139E;S;0.78;0.86;0.72;0.68;0.56;0.60;0.73;0.79;0.69;0.61;0.77;0.62;0.45
C139E;Cv;0.05;0.06;0.05;0.04;0.03;0.03;0.04;0.04;0.03;0.03;0.04;0.04;0.02
C449C;N;30;30;30;30;30;30;30;30;30;30;30;30;30
C449C;Min;14.2;14.0;14.8;15.2;16.4;18.2;19.8;20.6;20.3;18.9;16.3;15.3;17.1
C449C;Q1;14.8;14.3;15.2;15.7;16.9;18.7;20.3;20.9;20.7;19.6;17.7;15.9;17.8
C449C;Q2;15.2;14.9;15.5;16.3;17.6;19.4;21.0;21.6;21.5;20.1;18.0;16.4;18.2
C449C;Q3;15.5;15.4;15.9;16.6;18.0;19.8;21.3;22.2;21.9;20.8;18.7;16.8;18.7
C449C;Q4;15.9;15.8;16.4;17.5;18.5;20.1;21.9;22.7;22.4;21.0;19.1;17.2;18.9
C449C;Max;17.2;18.2;17.8;18.2;19.4;21.1;23.2;24.4;23.0;21.5;20.1;18.4;19.5
C449C;Mn;15.4;15.2;15.8;16.5;17.8;19.6;21.2;21.9;21.7;20.4;18.3;16.6;18.5
C449C;Md;15.4;15.3;15.9;16.5;17.8;19.5;21.2;21.9;21.7;20.3;18.4;16.6;18.4
C449C;S;0.67;0.95;0.75;0.81;0.79;0.77;0.90;0.95;0.79;0.72;0.83;0.72;0.61
C449C;Cv;0.04;0.06;0.05;0.05;0.04;0.04;0.04;0.04;0.04;0.04;0.05;0.04;0.03
C447A;N;30;30;29;30;29;27;30;30;30;29;29;30;25
C447A;Min;8.8;7.9;8.1;8.8;10.3;11.7;14.1;13.8;13.3;12.9;11.7;9.2;11.0
C447A;Q1;9.5;8.9;9.8;10.1;11.4;13.2;14.9;15.8;15.8;14.4;12.7;10.6;12.7
C447A;Q2;9.9;9.8;10.2;10.8;11.8;13.9;15.4;16.2;16.4;15.0;13.1;11.2;13.0
C447A;Q3;10.4;10.3;10.9;11.2;12.1;14.2;15.9;16.8;16.5;15.4;13.4;11.7;13.3
C447A;Q4;10.9;10.9;11.8;11.6;12.5;14.5;16.4;17.8;17.4;15.7;14.0;12.0;13.5
C447A;Max;11.8;13.1;12.6;12.0;13.9;15.6;18.2;18.8;18.6;17.2;14.8;13.4;13.9
C447A;Mn;10.1;10.0;10.6;11.0;11.9;14.2;15.7;16.4;16.5;15.2;13.3;11.5;13.1
C447A;Md;10.2;10.0;10.7;10.9;12.0;13.9;15.7;16.6;16.5;15.2;13.3;11.4;13.0
C447A;S;0.71;1.16;1.09;0.80;0.85;0.88;0.96;1.11;0.93;0.90;0.79;0.92;0.66
C447A;Cv;0.07;0.12;0.10;0.07;0.07;0.06;0.06;0.07;0.06;0.06;0.06;0.08;0.05
C429I;N;27;29;29;28;28;29;26;28;26;27;27;28;21
C429I;Min;13.3;12.9;14.0;14.9;16.0;17.8;19.2;19.6;19.5;18.6;16.4;15.0;17.3
C429I;Q1;14.9;14.3;14.8;15.6;16.5;18.3;19.6;20.4;20.3;19.4;17.8;16.0;17.5
C429I;Q2;15.1;14.8;15.3;15.9;16.9;18.5;19.9;20.6;20.8;19.7;18.2;16.3;17.8
C429I;Q3;15.4;15.2;15.6;16.3;17.0;18.8;20.4;21.2;21.2;20.2;18.4;16.6;18.0
C429I;Q4;15.7;15.8;16.4;16.6;17.5;19.6;20.9;21.9;21.6;20.8;18.7;16.8;18.3
C429I;Max;16.2;17.3;18.1;17.5;18.3;19.9;22.3;23.7;22.7;21.4;19.8;17.8;18.6
C429I;Mn;15.3;14.9;15.5;16.1;17.0;18.6;20.1;20.9;21.1;20.0;18.2;16.4;17.9
C429I;Md;15.2;15.1;15.6;16.1;17.0;18.8;20.2;21.1;21.0;20.0;18.2;16.4;17.9
C429I;S;0.60;0.95;0.89;0.62;0.63;0.62;0.75;0.97;0.72;0.73;0.73;0.61;0.39
C429I;Cv;0.04;0.06;0.06;0.04;0.04;0.03;0.04;0.05;0.03;0.04;0.04;0.04;0.02
2465;N;22;22;22;22;22;22;22;22;22;22;23;23;22
2465;Min;-2.5;-3.3;1.5;2.1;4.8;8.8;12.3;12.5;8.7;5.2;0.3;-2.3;5.6
2465;Q1;-0.8;-0.4;2.0;3.1;7.1;10.9;13.5;13.4;10.1;6.5;1.3;-0.1;6.4
2465;Q2;-0.1;0.4;2.6;3.8;7.9;11.7;14.2;14.6;10.7;7.0;2.5;0.7;6.7
2465;Q3;0.6;1.4;3.5;4.6;8.6;12.5;15.1;15.2;12.0;8.5;4.1;1.5;7.1
2465;Q4;2.0;3.3;4.9;5.4;9.4;13.1;15.6;15.9;12.8;9.3;5.4;2.7;7.5
2465;Max;3.2;4.4;6.1;6.9;9.8;15.3;17.3;17.7;14.2;10.7;6.7;5.7;7.9
2465;Mn;-0.1;0.9;2.9;4.1;8.2;12.2;14.7;14.9;11.7;8.0;3.3;1.1;6.9
2465;Md;0.3;1.1;3.2;4.2;8.2;12.1;14.6;14.8;11.4;7.9;3.4;1.3;6.9
2465;S;1.56;1.95;1.37;1.35;1.24;1.48;1.22;1.33;1.53;1.64;1.96;1.80;0.57
2465;Cv;4.91;1.77;0.42;0.32;0.15;0.12;0.08;0.09;0.13;0.21;0.57;1.39;0.08
5796;N;29;28;30;30;30;30;30;30;30;29;29;29;25
5796;Min;-0.3;1.0;4.0;5.3;8.6;12.9;15.7;17.4;14.0;10.0;5.7;2.1;9.7
5796;Q1;2.4;3.7;5.7;7.7;10.6;14.4;17.4;18.0;16.0;11.2;7.0;4.5;10.3
5796;Q2;3.2;4.6;6.6;8.5;11.4;15.1;18.0;18.7;16.4;13.1;8.0;5.6;11.0
5796;Q3;5.0;5.5;7.5;9.2;12.2;15.7;18.4;19.3;17.2;13.5;8.6;6.2;11.4
5796;Q4;6.5;7.0;8.5;9.7;12.9;16.6;19.2;19.7;17.8;14.5;10.4;7.9;12.0
5796;Max;8.8;8.7;10.1;11.6;14.5;18.0;20.3;21.4;18.7;15.4;12.0;10.6;12.6
5796;Mn;3.9;5.4;7.0;8.8;11.7;15.5;18.2;19.1;17.1;13.2;8.3;5.8;11.3
5796;Md;4.1;5.3;7.0;8.8;11.7;15.5;18.2;19.0;16.7;13.0;8.5;6.0;11.2
5796;S;2.28;1.90;1.38;1.42;1.35;1.31;1.01;0.99;1.20;1.50;1.70;2.06;0.80
5796;Cv;0.56;0.36;0.20;0.16;0.12;0.08;0.06;0.05;0.07;0.12;0.20;0.34;0.07
5783;N;30;30;30;30;30;30;30;30;30;30;29;29;28
5783;Min;1.1;3.3;6.4;7.1;10.2;15.0;17.3;17.7;15.7;11.6;7.5;4.0;11.5
5783;Q1;4.2;5.1;8.0;9.8;13.0;17.0;18.9;19.3;17.0;12.9;8.8;5.9;12.0
5783;Q2;4.9;6.5;9.1;10.5;14.0;17.6;20.1;20.3;17.9;14.4;9.4;6.7;12.9
5783;Q3;6.0;7.4;9.6;11.7;14.5;18.6;20.8;20.7;18.9;15.2;10.3;7.4;13.2
5783;Q4;7.7;8.8;10.3;12.4;15.6;19.1;21.2;21.2;19.3;15.9;11.5;8.6;13.8
5783;Max;9.6;10.5;11.8;13.9;17.0;20.7;22.8;23.5;19.9;17.0;13.3;11.1;14.4
5783;Mn;5.2;7.2;9.4;10.9;14.2;18.2;20.6;20.6;18.4;14.7;9.6;7.3;13.1
5783;Md;5.7;7.0;9.2;11.1;14.2;18.0;20.3;20.4;18.2;14.4;10.0;7.3;12.9
5783;S;1.99;1.96;1.26;1.51;1.53;1.41;1.24;1.28;1.16;1.58;1.63;1.77;0.89
5783;Cv;0.35;0.28;0.14;0.14;0.11;0.08;0.06;0.06;0.06;0.11;0.16;0.24;0.07
2030;N;30;30;30;30;30;29;29;30;30;30;30;30;28
2030;Min;-4.5;-4.4;-1.4;-0.6;2.7;7.1;10.6;10.3;5.9;3.5;-0.8;-5.7;4.0
2030;Q1;-2.8;-2.3;0.1;1.9;5.0;8.8;11.3;11.0;8.1;4.8;0.3;-2.1;4.4
2030;Q2;-1.9;-1.4;0.3;2.7;6.3;9.7;11.9;11.9;8.5;5.4;1.4;-0.9;4.6
2030;Q3;-0.9;-0.6;1.3;3.2;6.6;10.2;12.7;12.6;9.8;6.2;2.2;0.1;5.2
2030;Q4;0.5;0.5;2.3;4.0;7.4;10.9;13.4;13.3;10.6;6.7;3.7;1.0;5.4
2030;Max;1.9;2.1;5.0;4.8;8.1;13.2;14.4;14.7;11.3;8.2;5.3;3.8;6.0
2030;Mn;-1.2;-1.1;0.6;2.9;6.5;9.9;12.3;12.2;9.3;5.7;1.7;-0.4;5.0
2030;Md;-1.3;-1.0;1.0;2.8;6.2;9.9;12.3;12.2;9.3;5.8;1.9;-0.4;4.9
2030;S;1.84;1.56;1.32;1.22;1.30;1.24;1.08;1.09;1.35;1.18;1.72;1.87;0.58
2030;Cv;-1.39;-1.57;1.28;0.43;0.21;0.13;0.09;0.09;0.15;0.20;0.89;-4.32;0.12
0016A;N;29;28;29;30;29;29;28;29;30;27;28;27;19
0016A;Min;0.0;1.2;4.0;6.6;9.5;13.6;16.9;17.7;14.7;10.1;3.7;0.8;10.2
0016A;Q1;1.8;3.2;5.4;8.1;11.3;15.3;18.3;18.8;15.4;11.8;6.4;3.2;10.8
0016A;Q2;3.0;4.3;6.5;8.5;11.6;15.9;18.7;19.1;16.2;12.4;7.5;4.3;11.1
0016A;Q3;4.4;5.0;7.0;8.8;12.7;16.5;19.2;20.0;17.1;12.9;8.1;5.4;11.3
0016A;Q4;6.0;5.8;7.3;9.4;13.1;16.9;20.4;20.7;17.4;13.7;9.5;7.0;11.8
0016A;Max;7.5;8.1;9.4;10.3;14.0;19.1;20.9;21.9;18.5;14.8;11.3;7.9;12.1
0016A;Mn;3.6;4.7;6.7;8.5;12.3;16.3;19.0;19.6;16.8;12.6;8.0;4.8;11.2
0016A;Md;3.8;4.6;6.6;8.6;12.1;16.1;19.1;19.7;16.6;12.7;7.9;4.9;11.2
0016A;S;1.95;1.59;1.26;0.84;1.21;1.09;1.05;1.05;1.05;1.18;1.91;1.90;0.51
0016A;Cv;0.52;0.35;0.19;0.10;0.10;0.07;0.05;0.05;0.06;0.09;0.24;0.39;0.05
9981A;N;30;30;30;29;30;30;30;29;30;30;30;30;28
9981A;Min;2.7;4.0;5.9;8.3;11.0;15.0;17.5;18.5;15.9;11.6;7.1;2.7;11.5
9981A;Q1;3.9;4.9;7.1;9.5;12.6;16.9;19.3;20.0;16.7;12.9;7.9;5.2;11.9
9981A;Q2;5.2;5.8;7.9;9.9;13.2;17.2;20.2;20.2;17.1;13.3;9.0;6.0;12.4
9981A;Q3;6.1;6.3;8.4;10.4;13.8;17.7;20.7;20.7;17.6;13.9;9.7;6.8;12.5
9981A;Q4;7.1;7.2;9.0;10.8;14.4;18.1;21.4;21.5;18.4;14.3;10.8;7.3;12.7
9981A;Max;8.4;9.1;10.8;11.5;15.5;20.3;22.1;22.6;19.3;15.2;11.7;9.3;13.0
9981A;Mn;5.8;6.1;8.1;10.3;13.6;17.5;20.3;20.5;17.3;13.7;9.4;6.4;12.5
9981A;Md;5.6;6.0;8.1;10.1;13.4;17.5;20.3;20.6;17.5;13.6;9.4;6.3;12.4
9981A;S;1.60;1.27;1.00;0.73;1.04;1.01;1.05;0.88;0.89;0.91;1.24;1.33;0.41
9981A;Cv;0.29;0.21;0.12;0.07;0.08;0.06;0.05;0.04;0.05;0.07;0.13;0.21;0.03
9381I;N;14;14;14;14;14;14;13;15;15;14;14;15;12
9381I;Min;;;;;;;;10.8;6.5;;;-8.7;
9381I;Q1;;;;;;;;11.9;7.6;;;-2.9;
9381I;Q2;;;;;;;;12.7;9.0;;;-1.3;
9381I;Q3;;;;;;;;13.3;9.4;;;-0.7;
9381I;Q4;;;;;;;;14.2;10.2;;;1.1;
9381I;Max;;;;;;;;14.9;10.9;;;3.2;
9381I;Mn;;;;;;;;12.9;9.2;;;-1.1;
9381I;Md;;;;;;;;12.9;8.9;;;-1.1;
9381I;S;;;;;;;;1.14;1.36;;;2.71;
9381I;Cv;;;;;;;;0.09;0.15;;;-2.39;
8368U;N;24;24;24;25;25;25;25;25;25;25;25;25;24
8368U;Min;-6.1;-5.3;-0.7;1.0;3.3;8.0;11.5;11.3;7.8;3.1;-2.8;-8.4;3.7
8368U;Q1;-4.3;-2.7;0.0;1.7;5.7;9.6;12.2;12.4;8.7;4.8;-1.2;-3.5;4.4
8368U;Q2;-2.6;-1.7;0.1;2.2;6.7;10.1;12.7;12.9;9.9;5.8;0.6;-1.9;4.8
8368U;Q3;-1.8;-1.3;0.7;3.2;7.4;11.0;13.2;13.4;10.3;6.6;1.4;-0.7;5.0
8368U;Q4;-0.9;-0.1;1.4;4.2;7.8;11.2;13.8;14.1;10.9;7.0;2.4;0.6;5.4
8368U;Max;1.7;1.0;4.5;4.7;8.5;12.9;14.6;14.4;12.0;8.1;4.7;4.1;6.0
8368U;Mn;-2.2;-1.4;0.4;2.7;7.1;10.3;12.9;13.2;10.2;6.3;0.9;-1.0;4.9
8368U;Md;-2.3;-1.6;0.8;2.8;6.8;10.5;13.0;13.2;9.9;6.0;0.9;-1.4;4.9
8368U;S;2.16;1.44;1.15;1.13;1.17;1.06;0.87;0.83;1.22;1.38;1.85;2.53;0.52
8368U;Cv;-0.95;-0.91;1.52;0.41;0.17;0.10;0.07;0.06;0.12;0.23;2.03;-1.82;0.11
3260B;N;28;29;29;29;29;29;29;29;29;29;29;29;28
3260B;Min;-2.9;-0.7;1.8;3.8;7.3;12.6;16.9;16.5;13.0;7.8;1.2;-1.9;8.3
3260B;Q1;-0.8;1.1;4.2;6.1;10.1;14.7;17.9;17.7;13.5;8.8;3.5;0.8;9.0
3260B;Q2;1.1;2.2;4.7;6.8;10.9;15.6;18.5;18.2;14.6;9.9;4.6;1.9;9.2
3260B;Q3;2.0;2.9;5.3;7.6;11.4;16.3;19.1;19.0;15.6;10.6;5.6;2.6;9.7
3260B;Q4;2.8;4.4;5.8;8.2;12.4;17.1;20.0;19.6;16.1;11.2;7.3;4.5;10.2
3260B;Max;5.7;5.5;8.4;9.7;13.4;19.0;21.3;20.6;16.8;12.8;9.2;7.9;10.7
3260B;Mn;1.5;2.6;5.0;7.3;11.1;15.9;18.6;18.5;15.0;10.4;5.1;2.3;9.5
3260B;Md;1.3;2.6;5.0;7.2;11.0;15.9;18.9;18.6;14.9;10.2;5.3;2.5;9.5
3260B;S;2.17;1.58;1.20;1.28;1.42;1.48;1.06;1.03;1.22;1.33;2.03;2.11;0.65
3260B;Cv;1.61;0.60;0.24;0.18;0.13;0.09;0.06;0.06;0.08;0.13;0.38;0.85;0.07
8416;N;30;30;30;30;30;30;30;30;30;30;30;30;30
8416;Min;4.3;5.1;7.0;9.8;11.0;15.8;19.0;20.0;17.2;13.1;8.5;5.8;12.6
8416;Q1;5.4;6.7;8.9;10.7;13.8;17.8;20.8;20.8;18.2;14.2;9.6;6.9;13.3
8416;Q2;6.9;7.4;9.2;11.2;14.5;18.2;21.2;21.8;19.0;14.9;10.2;7.9;13.7
8416;Q3;7.5;8.2;9.7;11.7;14.9;18.8;21.8;22.3;19.4;15.5;11.0;8.3;14.0
8416;Q4;8.3;9.3;10.2;12.2;15.8;19.4;22.4;22.8;19.8;16.0;12.3;9.3;14.4
8416;Max;9.9;10.5;13.7;13.3;16.2;21.8;23.7;23.8;21.0;17.3;13.3;11.4;14.8
8416;Mn;7.3;7.7;9.4;11.6;14.7;18.6;21.6;22.0;19.2;15.3;10.7;7.9;13.8
8416;Md;7.1;7.8;9.6;11.5;14.6;18.6;21.5;21.9;19.1;15.2;10.8;8.1;13.8
8416;S;1.60;1.40;1.21;0.86;1.22;1.17;1.03;1.01;0.94;1.06;1.36;1.40;0.56
8416;Cv;0.22;0.18;0.13;0.07;0.08;0.06;0.05;0.05;0.05;0.07;0.13;0.17;0.04
8414A;N;30;30;30;30;30;29;30;30;30;28;28;30;27
8414A;Min;1.9;3.5;5.6;7.9;9.7;15.1;17.4;19.1;15.8;11.4;5.0;3.1;11.1
8414A;Q1;3.2;4.3;7.1;9.0;12.1;16.8;19.9;19.8;17.1;12.9;8.0;4.2;11.8
8414A;Q2;4.5;5.6;7.5;9.8;13.2;17.4;20.3;20.7;17.5;13.6;9.0;5.7;12.2
8414A;Q3;5.4;6.4;8.1;10.4;13.6;17.9;20.7;21.1;18.5;14.3;9.7;6.7;12.8
8414A;Q4;7.1;7.5;8.6;10.8;14.5;18.3;21.1;21.9;19.1;14.9;11.0;7.7;13.0
8414A;Max;8.5;8.4;12.3;11.6;15.8;20.6;22.5;22.9;19.8;16.1;11.7;9.8;13.5
8414A;Mn;5.1;5.8;7.7;10.2;13.5;17.6;20.6;20.9;17.9;14.0;9.3;6.2;12.5
8414A;Md;5.1;5.9;7.8;10.0;13.4;17.6;20.5;20.9;18.0;13.9;9.3;6.1;12.5
8414A;S;1.86;1.46;1.28;0.92;1.36;1.10;0.90;1.06;1.04;1.20;1.74;1.84;0.65
8414A;Cv;0.36;0.25;0.16;0.09;0.10;0.06;0.04;0.05;0.06;0.09;0.19;0.30;0.05
2422;N;30;30;30;30;30;30;29;30;30;30;30;30;29
2422;Min;-3.8;-3.5;0.2;1.1;4.1;9.6;11.9;11.5;7.8;5.4;-0.2;-3.8;5.2
2422;Q1;-2.0;-0.8;1.8;3.4;6.2;10.6;13.0;13.1;9.9;6.1;2.1;-0.4;6.0
2422;Q2;-0.1;0.3;2.2;4.3;7.8;11.1;13.6;13.8;10.7;6.9;2.6;0.6;6.5
2422;Q3;0.9;1.1;3.1;4.8;8.5;11.6;14.2;14.6;11.8;8.1;3.6;2.0;6.8
2422;Q4;1.9;2.4;4.1;5.8;9.4;12.9;14.9;15.0;12.7;9.1;5.4;3.0;7.3
2422;Max;3.9;4.4;6.9;6.4;9.8;14.9;16.7;17.3;14.0;10.0;6.8;6.0;7.8
2422;Mn;0.5;0.7;2.6;4.6;8.0;11.5;14.0;14.2;11.3;7.6;3.0;1.2;6.7
2422;Md;0.2;0.7;2.8;4.6;7.9;11.6;13.9;14.1;11.3;7.6;3.5;1.3;6.6
2422;S;1.96;1.80;1.43;1.25;1.51;1.31;1.13;1.20;1.45;1.39;1.85;2.03;0.69
2422;Cv;8.39;2.63;0.52;0.27;0.19;0.11;0.08;0.09;0.13;0.18;0.53;1.54;0.10
2539;N;30;30;30;29;30;30;30;30;30;30;30;30;29
2539;Min;-3.9;-3.8;-0.9;-0.4;2.8;8.4;10.3;10.2;7.4;3.9;-0.2;-4.6;4.3
2539;Q1;-2.7;-2.3;0.3;1.8;4.9;8.7;11.1;11.1;8.6;5.0;0.7;-1.4;4.8
2539;Q2;-1.4;-1.0;1.1;2.7;6.1;9.5;11.6;12.0;9.9;6.0;1.5;-0.3;5.0
2539;Q3;-0.5;-0.4;1.8;3.4;6.8;10.1;12.4;12.9;10.6;6.9;2.6;0.6;5.3
2539;Q4;1.1;1.4;2.8;4.5;7.5;11.0;13.1;13.6;11.4;7.7;3.9;1.5;5.9
2539;Max;2.4;3.3;5.3;5.5;8.4;13.1;14.8;15.7;12.8;8.9;6.1;5.0;6.4
2539;Mn;-1.0;-0.5;1.3;3.2;6.6;9.8;12.2;12.6;10.3;6.6;2.0;-0.2;5.2
2539;Md;-0.9;-0.4;1.5;3.0;6.2;9.9;12.1;12.4;10.1;6.5;2.3;0.1;5.3
2539;S;1.82;1.72;1.43;1.42;1.42;1.15;1.10;1.29;1.48;1.39;1.72;1.92;0.54
2539;Cv;-1.98;-4.30;0.94;0.47;0.23;0.12;0.09;0.10;0.15;0.21;0.75;27.49;0.10
2614;N;30;30;30;30;30;30;30;30;30;30;30;30;30
2614;Min;-2.7;-3.1;0.8;2.3;5.3;10.8;13.4;12.9;10.3;6.2;-0.2;-3.6;6.4
2614;Q1;-1.0;0.0;2.4;4.3;7.7;11.5;13.7;13.7;10.5;6.9;2.5;0.0;6.8
2614;Q2;0.4;0.7;2.7;5.2;8.6;12.2;14.7;14.5;11.3;7.8;3.3;1.0;7.1
2614;Q3;1.7;1.7;3.7;5.5;9.1;12.9;15.0;15.2;12.4;8.6;4.5;2.7;7.6
2614;Q4;2.6;2.7;4.7;6.3;10.0;13.6;16.0;15.9;13.3;9.5;6.3;4.0;8.0
2614;Max;4.4;5.1;7.5;7.7;10.5;15.1;17.0;17.4;15.0;10.7;7.9;6.9;8.6
2614;Mn;1.1;1.5;3.1;5.4;8.9;12.5;14.8;14.7;11.7;8.2;4.0;2.0;7.2
2614;Md;0.9;1.3;3.5;5.3;8.7;12.6;14.9;14.8;12.0;8.3;4.1;1.8;7.4
2614;S;2.05;1.83;1.40;1.18;1.26;1.07;1.00;1.17;1.38;1.21;2.07;2.24;0.55
2614;Cv;2.29;1.39;0.41;0.22;0.14;0.09;0.07;0.08;0.12;0.15;0.50;1.22;0.07
9390;N;30;30;30;30;30;30;30;29;30;30;30;30;29
9390;Min;-4.3;-4.4;0.5;2.0;5.1;9.4;13.2;12.6;8.8;4.9;-1.9;-6.2;5.8
9390;Q1;-3.3;-1.7;1.0;3.3;7.4;11.6;14.3;14.2;10.4;6.2;0.9;-1.3;6.3
9390;Q2;-0.9;-0.5;1.5;4.0;8.5;12.1;14.8;14.8;11.0;7.2;2.2;-0.1;6.5
9390;Q3;0.2;0.8;2.1;5.0;8.8;12.8;15.3;15.4;11.9;8.2;3.5;1.3;6.8
9390;Q4;0.9;1.5;3.5;5.7;9.9;13.5;16.3;16.3;13.1;9.1;5.2;2.4;7.1
9390;Max;3.7;3.6;7.3;6.0;10.6;16.2;17.5;17.4;13.8;10.6;6.8;5.8;7.8
9390;Mn;-0.4;0.3;1.9;4.6;8.7;12.3;14.9;15.0;11.4;7.5;3.1;0.6;6.6
9390;Md;-0.6;0.0;2.2;4.4;8.5;12.5;15.2;15.2;11.5;7.6;3.0;0.5;6.7
9390;S;2.18;1.80;1.50;1.22;1.41;1.31;1.16;1.19;1.34;1.53;2.15;2.33;0.52
9390;Cv;-3.74;67.66;0.67;0.27;0.16;0.11;0.08;0.08;0.12;0.20;0.72;4.31;0.08
9434;N;30;29;30;30;30;30;30;30;30;30;30;30;29
9434;Min;-0.5;0.8;4.1;5.5;8.5;12.8;16.3;16.5;13.5;8.6;4.3;-2.1;9.0
9434;Q1;1.1;2.4;4.7;7.2;10.6;15.0;17.2;17.2;14.2;10.0;5.0;1.5;9.6
9434;Q2;2.2;2.9;5.4;7.8;11.7;15.5;17.7;18.1;14.9;10.8;5.6;3.1;9.8
9434;Q3;3.3;3.8;5.7;8.3;12.2;15.8;18.6;18.7;15.3;11.1;6.4;3.9;10.1
9434;Q4;4.3;4.5;7.2;8.7;12.9;16.6;19.2;19.3;16.0;12.1;7.7;4.7;10.4
9434;Max;6.0;6.1;8.9;9.6;13.7;19.4;20.8;20.2;17.5;13.4;9.8;7.0;10.8
9434;Mn;2.8;3.1;5.6;8.2;12.0;15.7;18.1;18.2;15.1;10.9;6.0;3.4;9.9
9434;Md;2.7;3.3;5.8;7.9;11.8;15.8;18.3;18.3;15.2;11.0;6.3;3.2;10.0
9434;S;1.71;1.36;1.20;0.96;1.25;1.22;1.12;0.99;1.02;1.09;1.48;1.92;0.43
9434;Cv;0.64;0.42;0.21;0.12;0.11;0.08;0.06;0.05;0.07;0.10;0.24;0.60;0.04
